"Баг, хороо","Баг, хорооны код",Малын төрөл,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
                Баяндэлгэр,42207,Адуу,12.46,11.27,11.28,11.5,12.09,12.36,12.98,12.96,13.33,13.84,11,11.85,7.65,7.7,9.69,10.05,10.68,10.25,10.7,11.28,9.84,10.29,10.99,11.9,11.4,11.77,12.01,13.71,15.75,17.64,18.21,15.63,16.78,17.74,15.12,12.32,11.87,12.73,12.39,14.45,16.07,16.54,17.733,19.049,21.54,23.428,17.453,20.167,22.643,23.644,23.251
                Баяндэлгэр,42207,Үхэр,8.16,8.36,9.36,10.25,11.14,11.45,12.56,13.4,14.06,14.08,13.19,13.58,12.88,11.16,11.75,12.57,13.77,12.42,13.2,14.45,14.39,14.87,16.1,17.34,16.72,17.47,17.07,17.71,20.37,23.57,24,15.08,15.56,17.98,14.52,9.29,9.36,10.75,11.79,13.94,16.96,18.04,19.225,21.843,24.246,25.738,18.605,20.768,24.339,26.881,27.884
                Баяндэлгэр,42207,Тэмээ,2.48,2.45,2.45,2.52,2.74,2.95,3.17,3.26,3.36,3.44,2.94,3.1,3,2.91,3.07,2.99,2.85,2.42,2.42,2.45,2.34,2.19,2.04,2.09,1.88,1.48,1.37,1.41,1.42,1.42,1.41,1.37,1.37,1.39,1.17,0.94,0.79,0.81,0.78,0.91,0.96,0.95,0.858,0.822,0.871,0.872,0.844,0.898,0.926,0.911,0.961
                Баяндэлгэр,42207,Хонь,64.26,60.69,70.53,76.67,74.92,70.46,71.44,75.33,75.37,79.25,82.05,86.31,86.38,74.08,77.15,79.76,80.19,64.95,76.55,80.56,77.06,79.47,86.98,92,78.55,63.82,65.1,66.85,77.46,87.71,93.33,89.17,90.77,94.86,87.94,73.97,77.35,86.09,93.41,109.1,125.81,128.22,141.351,160.011,183.743,200.626,191.567,220.538,251.143,273.485,269.911
                Баяндэлгэр,42207,Ямаа,24.46,20.9,24.59,27.31,25.81,26.58,27.77,29.23,29.94,30.22,28.88,31.59,31.98,25.18,30.44,34.44,35.27,25.98,35.04,38.96,39.96,40.94,41.19,47.06,43.84,44.63,48.26,48,58.94,64.47,66.67,66.33,79.6,94,84.89,62.52,68.16,79.4,84.51,98.86,109.2,108.02,116.672,128.531,144.117,155.253,127.165,145.108,166.98,183.17,181.466
                Дарьганга,42210,Бүгд,78.89,73.29,84.07,87.15,80.03,79.46,79.81,83.11,84.03,86.22,87.53,87.19,63.26,64.1,71.61,66.34,63.12,55.67,62.59,62.23,63.8,64.72,64.31,66.46,66.56,67.27,69.79,73.01,80.57,90.81,100.31,86.74,94.05,101.43,107.14,113.35,117.98,109.6,102.32,116.19,134.2,135.65,137.198,142.608,162.658,182.676,184.254,213.635,220.783,226.717,224.918
                Дарьганга,42210,Адуу,5.62,5.81,6.09,6.4,6.79,6.68,7.21,7.38,7.15,7.34,7.45,7.72,4.2,5.64,6.95,6.93,7.41,7.43,7.77,7.81,8.15,8.56,7.51,7.86,8.08,8.47,8.98,9.66,10.13,10.92,11.24,10.53,11.14,11.4,11.68,12.49,12.68,10.83,8.98,9.25,11.37,12.78,13.537,14.455,16.614,18.275,19.633,22.579,24.016,24.454,24.781
                Дарьганга,42210,Үхэр,5.28,5.5,5.78,6.38,7.13,7.28,7.67,8.17,8.03,8.04,8.06,8.09,6.6,6.6,7.34,7.6,8.01,7.27,7.56,7.96,8.23,8.51,8.62,8.97,9.35,10.07,9.28,9.55,10.24,11.75,12.33,7.79,8.35,9.83,10.17,10.45,10.82,9.23,8.69,9.48,12.51,12.51,13.218,14.448,15.739,17.185,17.346,19.667,20.398,21.677,22.41
                Дарьганга,42210,Тэмээ,0.93,0.81,0.89,0.82,0.83,0.79,0.81,0.78,0.77,0.79,0.78,0.82,0.75,0.75,0.78,0.75,0.8,0.74,0.78,0.78,0.86,0.67,0.55,0.55,0.55,0.53,0.54,0.54,0.55,0.6,0.57,0.54,0.54,0.58,0.59,0.59,0.51,0.41,0.35,0.37,0.43,0.45,0.373,0.299,0.24,0.241,0.194,0.205,0.212,0.174,0.159
                Дарьганга,42210,Хонь,56.63,51.8,60.47,62.38,55.84,53.88,53.66,57.23,57.56,59.49,61.48,60.15,44.3,44.1,48.87,44.32,40.49,34.6,40.32,39.08,39.09,39.61,39.16,39.23,37.53,35.23,36.38,36.98,41.32,46.85,52.41,46.79,48.8,50.11,51.82,55.47,57.5,51.94,48.68,55.73,64.88,64.88,64.983,69.105,78.815,89.021,92.252,107.743,112.957,114.862,112.388
                Дарьганга,42210,Ямаа,10.44,9.37,10.84,11.16,9.45,10.83,10.46,9.55,10.53,10.56,9.75,10.41,7.42,7.01,7.67,6.74,6.42,5.63,6.16,6.6,7.47,7.38,8.47,9.85,11.04,12.98,14.6,16.29,18.33,20.69,23.75,21.1,25.22,29.5,32.89,34.36,36.46,37.18,35.63,41.36,45.02,45.03,45.087,44.301,51.25,57.954,54.829,63.441,63.2,65.55,65.18
                    Мөнххаан,42213,Бүгд,118.92,106.1,103.27,107.95,115.98,115.78,102.49,102.3,107.55,111.16,80.76,90.95,90.77,84.5,85.8,86.39,83.47,84.16,79.09,79.61,77.52,78.32,96.96,99.54,105.49,99.77,103.04,111.95,125.09,135.11,132.62,130.77,133.38,137.05,147.43,150.73,171.98,166.68,128.65,159.64,187.09,215.42,243.489,266.517,313.431,344.007,378.678,462.992,457.653,427.481,441.354
                    Мөнххаан,42213,Адуу,23.89,24.19,21.68,21.97,22.19,22.39,18.19,15.75,16.12,16.15,12.65,13.68,13.05,12.69,13.11,13.02,13.2,12.86,13.29,13.44,11.67,11.09,12.91,13.89,14.62,15.2,16.07,17.49,19.37,22.21,22.8,21.25,20.62,19.71,20.15,19.8,20.89,17.82,9.03,10.25,12.51,14.64,17.56,20.326,24.09,28.471,33.713,41.21,39.345,36.054,37.618
                    Мөнххаан,42213,Үхэр,16.95,16.67,16.94,16.77,18.14,18.48,17.55,16.95,18.6,19.41,14.72,15.76,15.44,15.17,14.33,14.89,14.54,14.32,12.87,13.09,12.92,12.45,15.23,16.37,17.74,17.93,17.45,18.39,19.99,22.28,21.14,14.36,14.64,14.39,14.47,13.5,14.76,12.47,5.12,6.2,8.34,10.3,12.453,14.621,18.49,21.588,24.23,29.137,28.38,29.768,31.672
                    Мөнххаан,42213,Тэмээ,1.67,1.73,1.72,1.76,1.79,1.74,1.68,1.52,1.53,1.52,1.37,1.42,1.28,1.22,1.23,1.24,1.22,1.22,1.17,1.15,0.96,0.94,1.07,1.14,1.14,1.14,1.15,1.18,1.24,1.24,1.17,1.15,1.17,1.22,1.26,1.16,1.16,0.99,0.75,0.78,0.85,0.85,0.813,0.711,0.629,0.619,0.615,0.7,0.657,0.65,0.574
                    Мөнххаан,42213,Хонь,64.07,53.95,52.57,55.62,62.02,60.45,53.5,56.07,57.98,60.64,42.81,48.17,49.75,44.5,46.53,46.01,42.75,44.01,41.19,40.86,41.98,42.36,52.24,51.02,52.03,44.73,45.52,49.36,55.39,59.76,59.4,61.65,60.37,60.02,63.91,66.99,77.91,73.94,62.45,78.65,93.45,102.35,117.003,129.278,153.07,168.321,190.473,237.19,240.023,221.464,224.384
                    Мөнххаан,42213,Ямаа,12.35,9.56,10.36,11.84,11.84,12.71,11.57,12.02,13.32,13.45,9.21,11.91,11.26,10.92,10.6,11.23,11.76,11.74,10.57,11.07,9.99,11.48,15.51,17.12,19.96,20.78,22.86,25.53,29.1,29.63,28.11,32.36,36.59,41.71,47.64,49.29,57.28,61.46,51.31,63.76,71.93,87.27,95.66,101.581,117.152,125.008,129.647,154.755,149.248,139.545,147.106
                    Наран,42216,Бүгд,42.9,45.95,47.57,50.77,46.94,46.41,46.91,50.41,51.96,52.4,52.72,51.67,38.59,40.34,46.15,47.3,49.67,52.75,54.8,55.56,57.82,58.65,58.23,53.34,48.16,43.9,46.69,53.06,54.73,62.62,73.39,75.73,75.74,72.51,75.11,67.08,62.59,73.63,83.97,95.33,105.86,96.08,98.346,109.091,123.652,131.24,115.693,129.121,132.437,135.798,124.533
                    Наран,42216,Адуу,4.39,4.29,4.25,4.67,4.71,5.1,5.33,5.23,5.43,5.59,5.08,5.18,2.85,3.09,4.86,4.92,5.07,4.62,4.75,4.1,4,4.5,4.07,4.57,4.41,4.18,4.56,4.84,5.69,6.16,7.29,7.69,7.61,6.05,6.08,5.38,4.43,4.84,4.96,5.7,6.45,6.42,6.649,7.156,8.071,8.854,8.873,9.763,10.145,10.109,8.646
                    Наран,42216,Үхэр,4.98,5.2,5.39,6.14,6.79,6.93,7.2,7.49,8.23,8.41,8.25,7.52,5.29,5.51,5.8,5.88,5.87,5.92,5.85,6.16,6.55,6.85,7.02,7.17,6.88,6.78,7.11,8.06,8.87,9.93,10.68,8.46,8.19,7.59,6.9,5.67,5.02,5.88,6.92,7.82,9.15,8.59,8.873,9.902,10.86,11.348,9.99,10.882,11.844,12.785,12.655
                    Наран,42216,Тэмээ,0.79,0.85,0.93,0.96,0.98,0.91,0.93,0.94,1,1.03,1.05,1.03,0.91,0.87,0.85,0.86,0.76,0.72,0.74,0.72,0.71,0.65,0.61,0.61,0.57,0.36,0.32,0.33,0.34,0.38,0.4,0.4,0.4,0.4,0.41,0.39,0.36,0.36,0.4,0.43,0.5,0.44,0.407,0.331,0.334,0.277,0.231,0.242,0.201,0.211,0.211
                    Наран,42216,Хонь,27.16,29.57,30.51,31.99,28.56,26.96,26.99,30.23,29.81,29.82,31.58,30.63,24,25.94,28.81,29.73,31.81,35.29,37.39,38.13,39.83,39.91,38.6,33.26,28.19,23.82,24.43,27.55,27.14,30.92,37,38.67,36.66,34.67,35.72,33.62,31.52,35.7,40.55,47.1,53.8,46.72,48.372,55.027,63.777,68.902,61.049,69.8,71.704,72.737,66.267
                    Наран,42216,Ямаа,5.59,6.04,6.51,7.01,5.91,6.52,6.46,6.52,7.48,7.56,6.76,7.3,5.54,4.93,5.83,5.91,6.17,6.2,6.08,6.45,6.72,6.75,7.92,7.73,8.11,8.75,10.28,12.28,12.68,15.23,18.03,20.52,22.88,23.79,25.99,22.02,21.25,26.85,31.14,34.29,35.96,33.9,34.045,36.675,40.61,41.859,35.55,38.434,38.543,39.956,36.754
                    Онгон,42219,Бүгд,101.7,91.88,104.99,113.87,106.74,110.04,106.69,108.94,109.67,111.57,110.14,105.55,90.78,94.54,106.83,113.65,116.47,85,100.16,106.43,109.91,110.17,123.78,118.05,104.75,97.88,105.63,117.98,121.85,143.96,158.12,153.85,159.92,161.99,151.02,124.9,134.49,146.32,147.2,169.55,184.68,187.04,207.014,228.517,256.435,277.48,251.091,286.952,319.051,331.647,342.129
                    Онгон,42219,Адуу,10.33,8.94,9.03,9.4,9.31,9.75,10.17,10.48,10.67,10.87,10.09,10.85,5.43,6.26,10.29,10.53,11.19,11.41,11.87,11.73,12.18,11.36,13.02,12.05,11.77,11.41,11.7,13.38,13.78,15.75,16.42,16.61,17.21,16.47,15.43,12.89,12.2,12.22,9.95,10.5,11.2,11.52,13.154,14.538,16.186,17.613,17.267,18.968,20.105,19.608,19.693
                    Онгон,42219,Үхэр,6.83,6.94,7.21,7.82,8.71,9.59,10.7,10.86,11.12,11.15,10.76,10.91,10.57,9.9,11.22,11.88,12.3,11.08,11.71,12.98,13.74,13.44,14.88,14.09,13.45,13.38,13.43,14.61,15.16,18.27,19.32,14.82,14.95,14.96,12.94,8.43,8.75,9.27,9.85,11.19,11.95,12.76,13.991,16.151,18.316,19.667,17.095,19.067,21.186,23.169,25.037
                    Онгон,42219,Тэмээ,2.31,2.33,2.42,2.44,2.29,2.45,2.57,2.28,2.46,2.52,2.32,2.38,2.1,2.06,2.22,2.3,2.43,2.18,2.25,2.28,2.32,2.01,1.69,1.32,1.11,1.05,0.99,1.05,1.05,1.07,1.1,1.11,1.14,1.19,1.16,1.01,0.99,1.01,1,1.12,1.18,1.18,1.033,0.955,0.827,0.829,0.718,0.772,0.811,0.804,0.79
                    Онгон,42219,Хонь,68.68,62.43,73.37,80.14,74.61,74.9,70.35,73.58,73.24,74.82,77.07,70.77,63.53,66.97,72.04,76.7,77.41,51.3,63.32,66.98,69.46,70.27,77.97,72.78,60.71,53.61,57.57,63.6,65.24,77.23,84.53,84.13,84.21,82.38,77.73,67.34,72.3,76.63,79.5,93.08,102.52,103,115.555,128.017,142.902,154.701,145.252,168.462,187.465,196.542,201.736
                    Онгон,42219,Ямаа,13.55,11.24,12.97,14.07,11.82,13.35,12.9,11.73,12.19,12.22,9.9,10.63,9.16,9.35,11.06,12.23,13.16,9.04,11.01,12.46,12.22,13.09,16.22,17.81,17.72,18.42,21.95,25.34,26.62,31.65,36.75,37.19,42.42,46.98,43.76,35.22,40.25,47.19,46.9,53.66,57.84,58.58,63.281,68.856,78.204,84.67,70.759,79.683,89.484,91.524,94.873
                    Сүхбаатар,42222,Бүгд,78.45,72.02,74.13,77.56,85.12,84.48,83.6,87.54,89.11,92.77,59.98,73.63,76.23,57.52,66.78,66.87,68.6,71.04,69.58,74.69,73.91,75.11,79.67,78.68,73.72,72.27,74.07,81.36,91.88,104.99,114.31,114.31,125,137.3,139.38,141.5,157.76,167.75,143.46,155.06,159.75,168.31,186.85,198.188,220.556,229.826,236.1,286.155,331.209,359.718,381.472
                    Сүхбаатар,42222,Адуу,11.49,10.14,9.19,9.38,9.22,9.4,9.66,8.86,8.91,9.45,7.62,8.15,8.48,8.03,11.2,10.81,10.38,10.36,10.65,10.63,10,9.95,9.99,10.24,10.85,11.74,12.3,13.41,14.57,15.88,17.2,18.58,19.73,21.4,21.65,20.9,21.01,20.43,12.8,12.98,13.93,15.4,17.061,18.654,21.33,22.102,23.127,26.988,31.863,32.549,35.598
                    Сүхбаатар,42222,Үхэр,6.62,6.76,6.52,6.74,7.3,7.52,7.83,7.78,8.19,7.94,6.01,6.4,6.8,6.28,7.22,7.33,7.46,7.68,7.6,7.85,8.13,8.36,8.88,9.2,10.47,11.42,11.48,12.26,13.32,15.65,16.3,10.05,10.47,11.97,11.39,10.71,11.07,10.24,6.99,7.17,7.87,8.78,10.346,11.86,14.231,14.739,15.422,18.382,21.013,23.076,24.722
                    Сүхбаатар,42222,Тэмээ,1.7,1.68,1.65,1.74,1.83,1.96,2.01,1.96,2.03,2.03,1.7,1.88,1.9,1.67,1.68,1.73,1.74,1.74,1.68,1.71,1.56,1.44,1.38,1.42,1.45,1.57,1.51,1.55,1.58,1.64,1.65,1.65,1.68,1.77,1.74,1.6,1.57,1.57,1.28,1.29,1.3,1.27,1.283,1.294,1.206,1.131,1.026,1.05,1.139,1.117,1.083
                    Сүхбаатар,42222,Хонь,54.94,50.14,53.51,55.9,62.95,61.32,59.57,64.2,65.05,68.38,41.34,53.3,55.03,38.12,43.21,43.18,45,47.31,45.63,49.64,49.27,49.93,53.24,50.94,42.95,38.19,38.05,41.19,47.15,55.35,60.84,62.69,66.59,69.55,69.55,71.19,79.89,85.79,76.45,82.59,86.58,88.82,97.752,105.655,116.56,124.1,129.373,158.027,183.202,201.592,211.517
                    Сүхбаатар,42222,Ямаа,3.7,3.3,3.26,3.8,3.82,4.27,4.53,4.74,4.93,4.98,3.31,3.9,4.01,3.42,3.48,3.81,4.01,3.95,4.02,4.86,4.94,5.43,6.19,6.88,8,9.35,10.72,12.95,15.26,16.47,18.33,21.35,26.52,32.61,35.04,37.1,44.23,49.72,45.95,51.04,50.07,54.05,60.408,60.725,67.229,67.754,67.152,81.708,93.992,101.384,108.552
                    Түвшинширээ,42225,Бүгд,81.59,72.4,76.38,84.2,89.98,90.91,91.54,94.81,98.32,102.35,101.71,106.91,88.53,74.76,84.62,89.5,93.32,86.43,83.65,85.72,81.76,84.07,87.96,,86,76.75,76.86,85.15,99.41,112.33,103.61,95.77,106.79,126.87,129.09,133.62,128.71,132.88,117.83,144.62,171.57,196.17,216.595,254.51,288.157,308.055,274.003,306.188,318.057,321.988,314.714
                    Түвшинширээ,42225,Адуу,12.48,11.03,10.32,10.64,11.11,10.99,10.98,10.29,11.2,11.82,11.36,11.93,5.88,5.63,8.91,9.25,9.77,9.45,9.47,9.47,8.41,8.14,7.95,,8.93,9.4,9.91,11.09,12.04,13.7,13.31,9.11,9.63,10.75,10.43,10.48,9.6,8.46,6.12,7.37,8.89,10.22,11.151,13.212,15.405,16.571,16.842,18.435,18.407,18.364,17.355
                    Түвшинширээ,42225,Үхэр,8.16,8.03,8.27,9.02,10.24,10.5,10.76,10.65,11.65,12.01,12.39,12.41,10.75,10,10.22,10.9,11.43,10.87,9.9,10.26,10.51,10.44,10.08,,11.35,11.49,11.11,12.02,13.03,14.75,13.26,6.8,7.21,8.84,8.63,8.47,8.07,7.94,5.43,6.91,8.46,10.01,10.97,12.774,14.108,14.678,12.584,13.458,14.446,15.043,15.631
                    Түвшинширээ,42225,Тэмээ,2.06,1.93,2.05,1.85,1.94,1.95,2.07,1.88,1.96,2.01,2.16,2.22,2.16,2.15,2.23,2.28,2.37,2.29,2.3,2.41,2.25,1.69,1.35,,1.16,1.12,1.16,1.24,1.27,1.37,1.35,1.33,1.34,1.47,1.44,1.36,1.22,1.17,1.06,1.13,1.27,1.3,1.239,1.227,1.221,1.231,1.253,1.293,1.28,1.204,1.146
                    Түвшинширээ,42225,Хонь,46.85,41.26,43.72,48.88,51.53,51.11,50.27,53.76,53.8,56.56,55.54,58.68,52.16,42.79,47.66,50.04,51,46.72,44.24,44.94,43.24,45.71,48.07,,41.22,32.09,30.84,33.33,38.95,45.52,42.99,42.43,43.8,50.21,51.17,55.27,54.76,56.64,53.36,65.22,78.78,89.29,99.235,120.026,135.657,146.857,140.59,158.752,166.92,169.145,163.434
                    Түвшинширээ,42225,Ямаа,12.05,10.15,12.03,13.81,15.16,16.35,17.46,18.23,19.71,19.96,20.26,21.67,17.58,14.19,15.61,17.04,18.74,17.1,17.74,18.63,17.36,18.09,20.5,,23.33,22.66,23.84,27.47,34.12,37,32.7,36.09,44.8,55.59,57.42,58.04,55.05,58.68,51.86,64,74.18,85.34,94,107.271,121.766,128.718,102.734,114.25,117.004,118.232,117.148
                    Түмэнцогт,42228,Бүгд,20.38,18.04,17.66,19.7,22.17,23.09,23.12,23.95,26,26.83,26.72,28.91,27.43,26.16,26.7,26.54,28.39,29.92,30.05,31.74,32.27,32.21,34.5,,38.28,38.47,38.49,42.21,45.77,50.88,53.97,52.02,55.15,49.45,53.78,65.07,73.29,79.04,53.28,60.78,58.23,67.74,71.224,71.522,81.907,95.385,108.442,126.399,141.202,140.482,135.626
                    Түмэнцогт,42228,Адуу,3.23,3.42,3.48,3.59,3.94,4.2,4.32,4.26,4.46,4.75,4.5,4.87,4.96,4.84,5.03,5.01,4.93,4.71,4.79,5.01,5.14,5.36,5.48,,6.46,7.05,7.49,8.17,8.62,9.36,10,9.38,9.73,9.12,8.82,9.69,10.04,9.92,4.68,5.14,5.88,7.62,8.947,9.809,11.135,13.983,13.992,16.978,17.162,14.699,15.557
                    Түмэнцогт,42228,Үхэр,9.67,9.7,8.98,9.2,9.66,10.01,10.45,11.25,12.72,12.9,13.62,15.13,13.86,13.25,12.41,12.6,13.2,14.32,13.46,13.66,12.76,12.97,14.04,,15.23,13.33,12.6,13.17,13.73,14.28,13.63,9.32,8.96,7.66,7.09,7.95,8.46,8.07,3.53,4.02,4.58,5.13,5.825,6.695,7.857,9.291,11.076,11.969,13.505,14.009,12.759
                    Түмэнцогт,42228,Тэмээ,0.29,0.22,0.18,0.17,0.17,0.17,0.18,0.19,0.21,0.22,0.24,0.27,0.28,0.27,0.27,0.26,0.29,0.29,0.31,0.3,0.3,0.28,0.3,,0.34,0.36,0.37,0.4,0.39,0.38,0.36,0.32,0.33,0.31,0.35,0.45,0.45,0.43,0.38,0.36,0.38,0.37,0.32,0.26,0.267,0.268,0.257,0.285,0.286,0.278,0.228
                    Түмэнцогт,42228,Хонь,7.16,4.67,4.97,6.67,8.29,8.59,8.04,8.13,8.46,8.85,8.23,8.52,8.19,7.67,8.87,8.55,9.76,10.37,11.21,12.42,13.63,12.74,13.35,,13.45,13.64,13.05,14.27,15.68,18.08,19.67,20.15,20.6,17.73,19.78,25.12,28.57,31.12,24.68,27.83,27.14,29.9,31.324,31.089,34.433,39.761,46.764,54.445,61.979,63.167,62.739
                    Түмэнцогт,42228,Ямаа,0.04,0.05,0.06,0.07,0.11,0.11,0.13,0.13,0.15,0.11,0.13,0.12,0.14,0.12,0.11,0.12,0.21,0.24,0.28,0.34,0.45,0.87,1.32,,2.81,4.09,4.99,6.2,7.36,8.78,10.31,12.85,15.53,14.63,17.74,21.86,25.77,29.49,20.01,23.44,20.25,24.71,24.808,23.669,28.215,32.082,36.353,42.722,48.27,48.329,44.343
                    Уулбаян,42231,Бүгд,108.94,93.49,98.82,104.43,116.33,119.13,116.47,115.65,122.92,128.54,126.63,128.12,123.29,92.51,102.12,107.44,110.09,100.47,95.9,98.08,100.51,105.41,111.09,,110.16,105.66,103.07,113.36,133.99,142.26,126.22,122.8,129.9,141.57,126.66,111.49,116.61,126.41,100,121.1,145.32,158.23,177.073,201.089,220.871,240.94,235.108,255.087,250.057,245.47,241.807
                    Уулбаян,42231,Адуу,14.62,14.01,13.35,13.71,14.27,15.39,14.71,13.52,14.06,14.87,14.95,15.33,14.79,12.61,13.38,12.9,13.12,13.04,12.81,12.58,11.23,10.84,10.83,,12.61,13.53,13.7,15.22,17.25,18.5,16.54,14,14.65,15.28,12.98,10.1,10.08,9.62,5.75,6.8,7.96,8.96,10.37,11.905,13.622,16.028,17.155,18.593,17.35,17.264,17.95
                    Уулбаян,42231,Үхэр,8.11,7.62,8.07,8.12,9.34,10.13,10.8,10.83,12.2,12.5,12.72,13.52,12.89,11.92,13.07,13.13,13.4,12.41,10.37,10.59,11.24,11.2,12.07,,14.64,15.25,13.74,14.53,16.17,17.42,14.6,10.23,10.27,11.26,8.99,7.22,7.2,7.4,4.46,5.24,6.31,7.47,8.68,10.168,11.593,12.746,12.235,12.956,13.343,13.508,14.079
                    Уулбаян,42231,Тэмээ,1.96,1.85,1.93,1.98,2.09,2.2,2.11,2.06,2.19,2.3,2.46,2.46,2.1,1.99,2.01,1.99,2,1.86,1.83,1.88,1.67,1.48,1.27,,1.31,1.33,1.39,1.52,1.64,1.67,1.54,1.55,1.64,1.66,1.6,1.45,1.34,1.35,1.17,1.26,1.37,1.38,1.209,1.139,1.164,1.097,1.067,1.103,0.981,0.861,0.767
                    Уулбаян,42231,Хонь,78.27,64.83,69.72,74.26,82.96,82.78,79.43,79.7,84.27,87.71,85.96,84.95,82.08,57.45,64,68.7,70.37,63.51,61.42,62.71,66.25,70.62,72.93,,63.64,56.35,54.05,58.34,69.38,74.73,67.07,66.58,66.66,68.94,63.38,58.09,60.58,64.7,54.1,64.76,79.02,84.08,93.253,108.569,119.662,129.469,130.23,143.881,140.207,136.411,131.285
                    Уулбаян,42231,Ямаа,6,5.19,5.76,6.36,7.69,8.63,9.41,9.55,10.2,11.15,10.56,11.86,11.42,8.55,9.66,10.72,11.21,9.65,9.46,10.32,10.12,11.26,13.99,,17.96,19.2,20.19,23.75,29.55,29.94,26.47,30.45,36.68,44.43,39.71,34.64,37.41,43.34,34.53,43.04,50.66,56.33,63.561,69.308,74.83,81.6,74.421,78.554,78.176,77.426,77.726
                    Халзан,42234,Бүгд,54.55,48.6,48.7,56.2,58.68,57.95,54.54,55.93,58.06,62.74,61.27,65.87,52.93,48.22,52.82,54.45,56.77,51.17,49.3,52.86,54.27,58.03,61.09,,61.74,50.79,53.16,59.5,70.75,79.45,80.8,72.12,79.89,89.32,79,79.6,84.47,85.07,68.28,79.51,88.82,96.98,109.68,118.438,131.251,141.029,139.3,161.285,151.953,162.69,164.783
                    Халзан,42234,Адуу,7.6,6.59,5.52,5.68,5.37,5.6,5.58,5.62,5.8,5.97,5.91,6.06,5.47,5.13,5.52,5.69,5.99,5.92,6.32,6.18,6.24,6.29,6.43,,6.75,6.41,6.7,7.41,8.29,9.39,9.47,8.94,9.92,10.61,9.64,9.64,9.48,7.68,4.32,5.12,5.83,6.83,7.603,9.145,10.425,11.89,13.66,15.594,15.677,16.424,16.476
                    Халзан,42234,Үхэр,5.99,5.01,5.04,5.63,6,6.22,6.34,6.17,6.8,7.08,6.77,7,6.06,5.19,5.54,5.76,6.03,5.47,5.53,5.97,6.01,5.61,6.22,,6.91,6.74,6.4,6.92,8.24,10.12,10.2,5.05,5.61,6.64,5.27,5.29,5.32,5,3.56,4.19,4.84,5.64,6.57,7.673,8.659,9.39,9.509,11.131,11.055,12.037,12.861
                    Халзан,42234,Тэмээ,1.35,1.36,1.27,1.34,1.4,1.47,1.42,1.24,1.35,1.42,1.53,1.6,1.52,1.5,1.54,1.57,1.6,1.49,1.29,1.35,1.22,0.89,0.81,,0.67,0.65,0.66,0.66,0.65,0.67,0.67,0.59,0.63,0.65,0.61,0.61,0.56,0.51,0.49,0.49,0.51,0.48,0.434,0.366,0.391,0.325,0.277,0.277,0.211,0.186,0.138
                    Халзан,42234,Хонь,34.32,31.53,32.57,38.51,40.33,38.3,34.88,37.1,37.57,41.31,40.19,43.36,34.2,31.57,34.8,35.61,37.13,33.86,32.21,34.64,36.07,39.88,41.2,,38.19,27.89,28.67,31.45,36.96,41.12,41.62,37.99,38.82,41.13,37,37.11,39.6,40.61,34.42,40.06,45.5,49.31,57.133,62.157,69.907,75.303,75.52,89.11,82.835,87.95,87.558
                    Халзан,42234,Ямаа,5.3,4.11,4.3,5.03,5.58,6.35,6.31,5.8,6.54,6.96,6.89,7.86,5.67,4.84,5.42,5.83,6.02,4.44,3.95,4.72,4.73,5.35,6.43,,9.22,9.1,10.74,13.06,16.62,18.16,18.84,19.55,24.91,30.29,26.47,26.94,29.52,31.27,25.49,29.64,32.13,34.72,37.94,39.097,41.869,44.121,40.334,45.173,42.175,46.093,47.75
